ftp link	Species	Assembly Status	Assembly Name
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/739/055/GCA_019739055.1_v1	Passiflora organensis	Scaffold	v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/671/005/GCA_019671005.1_ASM1967100v1	Hibiscus mutabilis	Chromosome	ASM1967100v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/650/275/GCA_019650275.1_assembly01	Xylocarpus granatum	Scaffold	assembly01
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/659/605/GCA_001659605.2_M.esculenta_v8	Manihot esculenta	Chromosome	M.esculenta_v8
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/578/655/GCA_019578655.1_ASM1957865v1	Ricinus communis	Chromosome	ASM1957865v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/455/425/GCA_019455425.1_ASM1945542v1	Gossypium anomalum	Chromosome	ASM1945542v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/454/045/GCA_019454045.1_ZanBun	Zanthoxylum bungeanum	Scaffold	ZanBun
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/425/735/GCA_019425735.1_PMGT_Bhagwa	Punica granatum	Scaffold	PMGT_Bhagwa
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/343/435/GCA_019343435.1_ASM1934343v1	Corylus heterophylla	Scaffold	ASM1934343v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/688/675/GCA_018688675.1_C.illinoinensisLakota_v1	Carya illinoinensis	Chromosome	C.illinoinensisLakota_v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/689/175/GCA_018689175.1_C.illinoinensisElliott_v1	Carya illinoinensis	Chromosome	C.illinoinensisElliott_v1
Vitis vinifera	Scaffold	Genome_assembly_40024.Col.1	
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/144/245/GCA_019144245.1_ASM1914424v1	Citrus sinensis	Chromosome	ASM1914424v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/144/195/GCA_019144195.1_ASM1914419v1	Citrus sinensis	Chromosome	ASM1914419v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/144/155/GCA_019144155.1_ASM1914415v1	Citrus sinensis	Chromosome	ASM1914415v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/144/225/GCA_019144225.1_ASM1914422v1	Citrus sinensis	Chromosome	ASM1914422v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/144/185/GCA_019144185.1_ASM1914418v1	Citrus sinensis	Chromosome	ASM1914418v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/143/665/GCA_019143665.1_ASM1914366v1	Citrus sinensis	Chromosome	ASM1914366v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/997/955/GCA_018997955.1_ASM1899795v1	Gossypium barbadense	Chromosome	ASM1899795v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/022/515/GCA_019022515.1_ASM1902251v1	Quercus aquifolioides	Chromosome	ASM1902251v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/997/965/GCA_018997965.1_ASM1899796v1	Gossypium hirsutum	Chromosome	ASM1899796v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/804/465/GCA_018804465.1_PTv2	Populus tomentosa	Chromosome	PTv2
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/687/715/GCA_018687715.1_C.illinoinensisPawnee_v1	Carya illinoinensis	Chromosome	C.illinoinensisPawnee_v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/907/173/295/GCA_907173295.1_Bhaga_Chr	Fagus sylvatica	Chromosome	Bhaga_Chr
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/350/135/GCA_018350135.1_ASM1835013v1	Citrus trifoliata	Chromosome	ASM1835013v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/182/885/GCA_014182885.2_ASM1418288v2	Eucalyptus caleyi	Chromosome	ASM1418288v2
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/144/435/GCA_018144435.1_ASM1814443v1	Gossypium tomentosum	Chromosome	ASM1814443v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/105/755/GCA_018105755.1_ASM1810575v1	Bretschneidera sinensis	Chromosome	ASM1810575v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/105/775/GCA_018105775.1_ASM1810577v1	Citrus sinensis	Chromosome	ASM1810577v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/104/345/GCA_018104345.1_ASM1810434v1	Citrus sinensis	Scaffold	ASM1810434v1
Quercus suber	Scaffold	CorkOak1.0	
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/552/425/GCA_017552425.1_ASM1755242v1	Salix suchowensis	Chromosome	ASM1755242v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/140/475/GCA_017140475.1_ASM1714047v1	Eucalyptus fibrosa	Chromosome	ASM1714047v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/140/615/GCA_017140615.1_ASM1714061v1	Eucalyptus cladocalyx	Chromosome	ASM1714061v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/140/395/GCA_017140395.1_ASM1714039v1	Eucalyptus lansdowneana	Chromosome	ASM1714039v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/140/595/GCA_017140595.1_ASM1714059v1	Eucalyptus curtisii	Chromosome	ASM1714059v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/140/185/GCA_017140185.1_ASM1714018v1	Eucalyptus polyanthemos	Chromosome	ASM1714018v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/140/325/GCA_017140325.1_ASM1714032v1	Eucalyptus leucophloia	Chromosome	ASM1714032v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/140/255/GCA_017140255.1_ASM1714025v1	Eucalyptus paniculata	Chromosome	ASM1714025v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/165/895/GCA_017165895.1_ASM1716589v1	Gossypium mustelinum	Chromosome	ASM1716589v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/140/165/GCA_017140165.1_ASM1714016v1	Eucalyptus shirleyi	Chromosome	ASM1714016v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/990/345/GCA_007990345.1_Gossypium_hirsutum_v2.1	Gossypium hirsutum	Chromosome	Gossypium_hirsutum_v2.1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/808/215/GCA_016808215.1_C.illinoinensisOaxaca_v1	Carya illinoinensis	Chromosome	C.illinoinensisOaxaca_v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/880/815/GCA_016880815.1_ASM1688081v1	Tripterygium wilfordii	Chromosome	ASM1688081v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/808/135/GCA_016808135.1_Sapria_himalayana_v1	Sapria himalayana	Scaffold	Sapria_himalayana_v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/635/065/GCA_900635065.1_Sole10x-ALTSCAF	Syzygium oleosum	Scaffold	Sole10x-ALTSCAF
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/635/045/GCA_900635045.1_Rarg10x-ALTSCAF	Rhodamnia argentea	Scaffold	Rarg10x-ALTSCAF
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/746/415/GCA_016746415.1_ASM1674641v1	Mangifera indica	Chromosome	ASM1674641v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/545/825/GCA_016545825.1_ASM1654582v1	Eucalyptus grandis	Chromosome	ASM1654582v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/432/845/GCA_016432845.1_guava_v11.23	Psidium guajava	Chromosome	guava_v11.23
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/403/345/GCA_016403345.1_ASM1640334v1	Corylus heterophylla	Chromosome	ASM1640334v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/097/615/GCA_016097615.1_ASM1609761v1	Eucalyptus dawsonii	Chromosome	ASM1609761v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/097/605/GCA_016097605.1_ASM1609760v1	Eucalyptus guilfoylei	Chromosome	ASM1609760v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/097/545/GCA_016097545.1_ASM1609754v1	Eucalyptus victrix	Chromosome	ASM1609754v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/097/595/GCA_016097595.1_ASM1609759v1	Eucalyptus pumila	Chromosome	ASM1609759v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/097/485/GCA_016097485.1_ASM1609748v1	Eucalyptus sideroxylon x Eucalyptus melliodora	Chromosome	ASM1609748v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/071/775/GCA_016071775.1_V_amurensis_1.0	Vitis amurensis	Chromosome	V_amurensis_1.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/731/905/GCA_015731905.1_SDv1.1	Salix dunnii	Chromosome	SDv1.1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/852/605/GCA_015852605.1_Populus_deltoides_I-69_v2.0	Populus deltoides	Chromosome	Populus_deltoides_I-69_v2.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/000/735/GCA_901000735.2_CavTom2PMs-1.0	Corylus avellana	Chromosome	CavTom2PMs-1.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/708/895/GCA_015708895.1_ASM1570889v1	Populus ilicifolia	Scaffold	ASM1570889v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/342/455/GCA_015342455.1_UM_Achile_1.0	Aristotelia chilensis	Scaffold	UM_Achile_1.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/341/995/GCA_015341995.1_Vitis_rotundifolia_hybrid_assembly	Vitis rotundifolia	Scaffold	Vitis_rotundifolia_hybrid_assembly
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/904/814/375/GCA_904814375.1_MesFer1	Mesua ferrea	Scaffold	MesFer1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/858/505/GCA_014858505.1_Ccitriodora_v2_1	Corymbia citriodora	Chromosome	Ccitriodora_v2_1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/885/025/GCA_014885025.1_Pde_NFU_2_2	Populus deltoides	Chromosome	Pde_NFU_2_2
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/885/075/GCA_014885075.1_ASM1488507v1	Populus davidiana	Scaffold	ASM1488507v1
Vitis vinifera	Scaffold	Sylvestris_C1-2_primary_contigs_pseudomolecules	
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/992/495/GCA_903992495.4_Sylvestris_C1-2_haplotigs_pseudomolecules	Vitis vinifera	Scaffold	Sylvestris_C1-2_haplotigs_pseudomolecules
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/843/425/GCA_014843425.1_RJC1_Hi-C	Jatropha curcas	Scaffold	RJC1_Hi-C
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/952/965/GCA_003952965.2_Mru_ZJU_2	Morella rubra	Chromosome	Mru_ZJU_2
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/467/495/GCA_013467495.1_ASM1346749v1	Gossypium gossypioides	Chromosome	ASM1346749v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/467/485/GCA_013467485.1_ASM1346748v1	Gossypium lobatum	Chromosome	ASM1346748v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/511/315/GCA_013511315.1_ASM1351131v1	Gossypium laxum	Chromosome	ASM1351131v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/677/265/GCA_013677265.1_ASM1367726v1	Gossypium armourianum	Chromosome	ASM1367726v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/677/275/GCA_013677275.1_ASM1367727v1	Gossypium schwendimanii	Chromosome	ASM1367727v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/677/255/GCA_013677255.1_ASM1367725v1	Gossypium harknessii	Chromosome	ASM1367725v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/677/245/GCA_013677245.1_ASM1367724v1	Gossypium davidsonii	Chromosome	ASM1367724v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/677/235/GCA_013677235.1_ASM1367723v1	Gossypium klotzschianum	Chromosome	ASM1367723v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/487/665/GCA_013487665.1_ASM1348766v1	Gossypium aridum	Chromosome	ASM1348766v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/467/465/GCA_013467465.1_ASM1346746v1	Gossypium trilobum	Chromosome	ASM1346746v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/467/475/GCA_013467475.1_ASM1346747v1	Gossypium raimondii	Chromosome	ASM1346747v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/362/285/GCA_014362285.1_Fagus_crenata_1.0	Fagus crenata	Scaffold	Fagus_crenata_1.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/182/545/GCA_014182545.1_ASM1418254v1	Eucalyptus globulus	Chromosome	ASM1418254v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/182/895/GCA_014182895.1_ASM1418289v1	Angophora floribunda	Chromosome	ASM1418289v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/182/735/GCA_014182735.1_ASM1418273v1	Corymbia maculata	Chromosome	ASM1418273v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/182/845/GCA_014182845.1_ASM1418284v1	Corymbia calophylla	Chromosome	ASM1418284v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/182/705/GCA_014182705.1_ASM1418270v1	Eucalyptus camaldulensis	Chromosome	ASM1418270v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/182/725/GCA_014182725.1_ASM1418272v1	Eucalyptus brandiana	Chromosome	ASM1418272v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/182/695/GCA_014182695.1_ASM1418269v1	Eucalyptus albens	Chromosome	ASM1418269v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/182/715/GCA_014182715.1_ASM1418271v1	Eucalyptus cloeziana	Chromosome	ASM1418271v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/182/585/GCA_014182585.1_ASM1418258v1	Eucalyptus coolabah	Chromosome	ASM1418258v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/182/575/GCA_014182575.1_ASM1418257v1	Eucalyptus decipiens	Chromosome	ASM1418257v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/182/555/GCA_014182555.1_ASM1418255v1	Eucalyptus erythrocorys	Chromosome	ASM1418255v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/182/565/GCA_014182565.1_ASM1418256v1	Eucalyptus marginata	Chromosome	ASM1418256v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/182/515/GCA_014182515.1_ASM1418251v1	Eucalyptus microcorys	Chromosome	ASM1418251v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/182/395/GCA_014182395.1_ASM1418239v1	Eucalyptus sp. ANBG9806169	Chromosome	ASM1418239v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/182/405/GCA_014182405.1_ASM1418240v1	Eucalyptus sideroxylon	Chromosome	ASM1418240v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/182/365/GCA_014182365.1_ASM1418236v1	Eucalyptus tenuipes	Chromosome	ASM1418236v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/182/385/GCA_014182385.1_ASM1418238v1	Eucalyptus viminalis	Chromosome	ASM1418238v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/182/375/GCA_014182375.1_ASM1418237v1	Eucalyptus virginea	Chromosome	ASM1418237v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/182/855/GCA_014182855.1_ASM1418285v1	Eucalyptus regnans	Chromosome	ASM1418285v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/182/885/GCA_014182885.1_ASM1418288v1	Eucalyptus caleyi	Chromosome	ASM1418288v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/183/005/GCA_014183005.1_ASM1418300v1	Castanea mollissima	Scaffold	ASM1418300v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/618/965/GCA_013618965.1_ASM1361896v1	Manihot esculenta	Chromosome	ASM1361896v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/401/445/GCA_013401445.1_ASM1340144v1	Tripterygium wilfordii	Chromosome	ASM1340144v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/411/555/GCA_001411555.2_Walnut_2.0	Juglans regia	Chromosome	Walnut 2.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/633/185/GCA_001633185.3_ValleyOak3.0	Quercus lobata	Chromosome	ValleyOak3.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/348/765/GCA_013348765.1_ASM1334876v1	Carpinus viminea	Chromosome	ASM1334876v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/368/105/GCA_004368105.2_ASM436810v2	Eucalyptus melliodora	Chromosome	ASM436810v2
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/265/605/GCA_013265605.1_ASM1326560v1	Gossypium arboreum	Chromosome	ASM1326560v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/180/625/GCA_013180625.1_ASM1318062v1	Boswellia sacra	Scaffold	ASM1318062v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/979/155/GCA_012979155.1_hypericum.10X.300bp	Hypericum perforatum	Scaffold	hypericum.10X.300bp
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/763/605/GCA_000763605.2_ASM76360v2	Castanea mollissima	Scaffold	ASM76360v2
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/174/645/GCA_900174645.1_Sal_scaffold_v2	Sonneratia alba	Scaffold	Sal_scaffold_v2
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/006/705/GCA_900006705.1_sca	Sonneratia caseolaris	Scaffold	sca
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/003/875/GCA_900003875.1_sa_scaffold	Sonneratia alba	Scaffold	sa_scaffold
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/696/235/GCA_011696235.1_ASM1169623v1	Quercus mongolica	Chromosome	ASM1169623v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/075/055/GCA_011075055.1_CATAS_Mindica_2.1	Mangifera indica	Chromosome	CATAS_Mindica_2.1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/066/525/GCA_011066525.1_CUHK_Asin_1.0	Aquilaria sinensis	Scaffold	CUHK_Asin_1.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/039/315/GCA_011039315.1_ASM1103931v1	Vitis labrusca	Scaffold	ASM1103931v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/037/825/GCA_011037825.1_ASM1103782v1	Carya cathayensis	Scaffold	ASM1103782v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/037/805/GCA_011037805.1_ASM1103780v1	Carya illinoinensis	Scaffold	ASM1103780v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/037/095/GCA_011037095.1_Chardonnay04	Vitis vinifera	Scaffold	Chardonnay04
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/883/175/GCA_010883175.1_Longicalyx_V5.0	Gossypium longicalyx	Chromosome	Longicalyx_V5.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/665/285/GCA_010665285.1_ASM1066528v1	Linum bienne	Scaffold	ASM1066528v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/665/275/GCA_010665275.1_ASM1066527v1	Linum usitatissimum	Scaffold	ASM1066527v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/665/265/GCA_010665265.1_ASM1066526v1	Linum usitatissimum	Scaffold	ASM1066526v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/458/925/GCA_010458925.1_ASM1045892v1	Hevea brasiliensis	Chromosome	ASM1045892v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/931/075/GCA_005931075.1_ASM593107v1	Gossypium raimondii	Chromosome	ASM593107v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/867/345/GCA_009867345.1_ASM986734v1	Toxicodendron radicans	Scaffold	ASM986734v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/866/635/GCA_009866635.1_R_leonardi_Masurca_1	Rafflesia leonardi	Scaffold	R_leonardi_Masurca_1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/801/145/GCA_009801145.1_ASM980114v1	Moringa oleifera	Scaffold	ASM980114v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/000/735/GCA_901000735.1_Tom2_Illumina_only	Corylus avellana	Scaffold	Tom2_Illumina_only
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/538/005/GCA_900538005.1_BoeWGS1.0	Vitis riparia x Vitis cinerea	Scaffold	BoeWGS1.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/381/635/GCA_006381635.2_ASM638163v2	Hibiscus syriacus	Scaffold	ASM638163v2
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/655/135/GCA_007655135.2_ASM765513v2	Punica granatum	Chromosome	ASM765513v2
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/078/335/GCA_009078335.1_ASM907833v1	Salix brachista	Chromosome	ASM907833v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/921/755/GCA_008921755.1_MAQUI01	Aristotelia chilensis	Scaffold	MAQUI01
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/761/655/GCA_008761655.1_Gossypium_barbadense_v1.1	Gossypium barbadense	Chromosome	Gossypium_barbadense_v1.1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/393/395/GCA_005393395.2_CCRI_HENU_Gaus_1.1	Gossypium australe	Chromosome	CCRI_HENU_Gaus_1.1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/641/045/GCA_008641045.1_PisVer_v2	Pistacia vera	Scaffold	PisVer_v2
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/326/845/GCA_008326845.1_VSMuph_r1.0	Vitis x labruscana x Vitis vinifera	Scaffold	VSMuph_r1.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/126/665/GCA_008126665.1_ASM812666v1	Aristotelia chilensis	Scaffold	ASM812666v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/990/485/GCA_007990485.1_Gossypium_tomentosum_v1.1	Gossypium tomentosum	Chromosome	Gossypium_tomentosum_v1.1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/990/455/GCA_007990455.1_Gossypium_mustelinum_v1.1	Gossypium mustelinum	Chromosome	Gossypium_mustelinum_v1.1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/990/325/GCA_007990325.1_Gossypium_darwinii_v1.1	Gossypium darwinii	Chromosome	Gossypium_darwinii_v1.1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/009/225/GCA_008009225.1_AYv1.1	Acer yangbiense	Chromosome	AYv1.1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/044/935/GCA_008044935.1_ASM804493v1	Gossypium turneri	Chromosome	ASM804493v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/827/005/GCA_007827005.2_Populus_simonii_2.0	Populus simonii	Chromosome	Populus_simonii_2.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/827/005/GCA_007827005.1_populus_simonii_3.0	Populus simonii	Chromosome	populus_simonii_3.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/663/325/GCA_007663325.1_ASM766332v1	Eucalyptus pauciflora	Scaffold	ASM766332v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/655/135/GCA_007655135.1_ASM765513v1	Punica granatum	Scaffold	ASM765513v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/980/775/GCA_006980775.1_ASM698077v1	Gossypium hirsutum	Chromosome	ASM698077v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/980/745/GCA_006980745.1_ASM698074v1	Gossypium hirsutum	Chromosome	ASM698074v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/937/295/GCA_006937295.1_ASM693729v1	Carpinus fangiana	Chromosome	ASM693729v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/381/635/GCA_006381635.1_ASM638163v1	Hibiscus syriacus	Scaffold	ASM638163v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/610/355/GCA_005610355.1_ASM561035v1	Gossypioides kirkii	Chromosome	ASM561035v1
Gossypium australe	Chromosome	CCRI_HENU_Gaus_1.1	
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/918/865/GCA_004918865.1_Cbr_v1.0	Caryocar brasiliense	Scaffold	Cbr_v1.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/353/265/GCA_004353265.1_EGFV_Vit.rip_1.0	Vitis riparia	Chromosome	EGFV_Vit.rip_1.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/785/595/GCA_004785595.1_Jm3101_v1.0	Juglans microcarpa x Juglans regia	Chromosome	Jm3101_v1.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/785/585/GCA_004785585.1_JrSerr_v1.0	Juglans microcarpa x Juglans regia	Chromosome	JrSerr_v1.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/368/105/GCA_004368105.1_ASM436810v1	Eucalyptus melliodora	Scaffold	ASM436810v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/635/055/GCA_900635055.1_Sole10x-PRISCAF	Syzygium oleosum	Scaffold	Sole10x-PRISCAF
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/635/035/GCA_900635035.1_Rarg10x-PRISCAF	Rhodamnia argentea	Scaffold	Rarg10x-PRISCAF
